Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
218,Marine 25,157.25,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
219,Marine 26,157.3,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
220,Marine 27,157.35,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
221,Marine 28,157.4,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
222,Marine 60,156.025,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
223,Marine 61,156.075,,-4.60000000000002,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
224,Marine 62,156.125,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
225,Marine 63,156.175,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
226,Marine 64,156.225,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
227,Marine 65,156.275,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
228,Marine 66,156.325,,-4.60000000000002,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
229,Marine 67,156.375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
230,Marine 68,156.425,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
231,Marine 69,156.475,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
232,Marine 70,156.525,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
233,Marine 71,156.575,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
234,Marine 72,156.625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
235,Marine 73,156.675,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
236,Marine 74,156.725,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
237,Marine 75,156.775,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
238,Marine 76,156.825,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
239,Marine 77,156.875,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
240,Marine 78,156.925,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
241,Marine 79,156.975,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
242,Marine 80,157.025,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
243,Marine 81,157.075,,-4.60000000000002,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
244,Marine 82,157.125,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
245,Marine 83,157.175,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
246,Marine 84,157.225,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
247,Marine 85,157.275,,-4.59999999999999,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
248,Marine 86,157.325,,-4.60000000000002,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
249,Marine 87,157.375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
250,Marine 88,157.425,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
251,Padalci 1,147.8,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
252,Padalci 2,147.25,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
253,Padalci 3,148.05,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
254,Padalci 4,147.2,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
255,Padalci 5,147.1,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
256,Zmajarji,143.9,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
257,GRS 0,154.925,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
258,GRS 1,157.725,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
259,GRS 2,160.525,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
260,GRS 3,160.925,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,1.0W,,,,,
