Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
109,PMR04,446.04375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
110,PMR05,446.05625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
111,PMR06,446.06875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
112,PMR07,446.08125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
113,PMR08,446.09375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
114,PMR09,446.10625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
115,PMR10,446.11875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
116,PMR11,446.13125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
117,PMR12,446.14375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
118,PMR13,446.15625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
119,PMR14,446.16875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
120,PMR15,446.18125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
121,PMR16,446.19375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
